scene_file,exists,size,version,declared_len,command_count,string_count,actor_candidates,dialogue_preview,stage_refs,note
9-lb-7-1.sc,no,,,,,0,,,105:大战长坂,referenced by scriptFB but file missing
9-lb-7-3.sc,no,,,,,0,,,105:大战长坂,referenced by scriptFB but file missing
9-lb-8-1.sc,no,,,,,0,,,106:退兵夏口,referenced by scriptFB but file missing
9-lb-8-3.sc,no,,,,,0,,,106:退兵夏口,referenced by scriptFB but file missing
9-lb-9-1.sc,no,,,,,0,,,107:草船借箭,referenced by scriptFB but file missing
9-lb-9-2.sc,no,,,,,0,,,107:草船借箭,referenced by scriptFB but file missing
9-lb-9-3.sc,no,,,,,0,,,107:草船借箭,referenced by scriptFB but file missing
9-lb-10-1.sc,no,,,,,0,,,108:起风送人,referenced by scriptFB but file missing
9-lb-10-2.sc,no,,,,,0,,,108:起风送人,referenced by scriptFB but file missing
9-lb-10-3.sc,no,,,,,0,,,108:起风送人,referenced by scriptFB but file missing
9-lb-11-1.sc,no,,,,,0,,,109:追袭曹军,referenced by scriptFB but file missing
9-lb-11-3.sc,no,,,,,0,,,109:追袭曹军,referenced by scriptFB but file missing
9-lb-12-1.sc,no,,,,,0,,,110:夜袭南郡,referenced by scriptFB but file missing
9-lb-12-3.sc,no,,,,,0,,,110:夜袭南郡,referenced by scriptFB but file missing
